name,reg,year,month,nl_count_0,nl_count_4,nl_min_0,nl_min_4,nl_max_0,nl_max_4,nl_mean_0,nl_mean_4,nl_sum_0,nl_sum_4,nl_nodata_0,nl_nodata_4,nl_median_0,nl_median_4,nl_std_0,nl_std_4,tw_count,tw_n_settlements,Labor_index,Unemployment_index,Investment_index,Loan_index,Economy_index,Interest_rate_index,Inflation_index,Bankruptcy_index,Export_index,Mortgage_loan_index,Baggage_index,Holiday_index,BMW_index,Mercedes_index,McDonalds_index,Calvin_Klein_index,Gucci_index,Emigration_index,Washing_machine_index,Fridge_index,Sony_index,apple_index,Fitness_index,Recruitment_index,Travel_index,Savings_index,Computer_security_index,Unemployment_benefits_index,Fashion_index,MBA_degree_index,area_sq_km
Sumska,UA_59,2019,5,174550,174550,0,0,1066,1645,.98047549,1.8666743,171142,325828,1719,1719,0,0,12.892755,17.722376,61,38,20,10,3,12,9,3,8,6,11,3,19,24,17,37,16,11,36,6,25,43,21,23,51,33,58,1,1,16,32,0,23842.014
Ternopilska,UA_61,2019,5,98651,98651,0,0,492,374,1.1381435,2.3707616,112279,233878,40,40,0,0,10.845543,9.8218699,1028,18,33,4,12,21,23,2,9,9,24,61,15,21,25,26,22,16,24,1,49,25,12,45,56,6,46,2,9,0,31,1,13833.407
Vinnytska,UA_05,2019,5,186543,186543,0,0,594,471,1.3067122,2.0772583,243758,387498,677,677,0,0,12.088322,11.361827,106,38,24,3,5,10,11,12,2,3,12,4,6,22,36,45,64,39,36,4,47,24,22,23,33,5,25,31,1,12,31,20,26490.973
Volynska,UA_07,2019,5,148469,148469,0,0,353,345,.64998078,1.1862948,96502,176128,748,748,0,0,7.4765601,8.0148859,44,14,29,7,7,17,16,2,17,4,22,11,10,23,41,71,9,14,23,5,51,36,29,24,25,5,32,3,4,6,38,11,20149.451
Zakarpatska,UA_21,2019,5,88871,88871,0,0,712,356,1.8890977,2.9009464,167886,257810,397,397,0,0,12.35278,11.390229,68,31,20,2,3,13,6,12,3,1,22,2,60,14,27,39,26,46,38,15,20,73,29,17,78,19,13,0,6,0,21,19,12758.455
Zaporizka,UA_23,2019,5,184507,184507,0,0,865,1179,2.1762264,2.4209597,401529,446684,1599,1599,0,0,17.105026,15.60578,398,48,30,9,7,32,23,19,14,2,18,19,38,21,27,61,37,49,34,6,59,26,23,27,63,7,46,14,2,2,66,5,27180.066
Zhytomyrska,UA_18,2019,5,210584,210584,0,0,717,645,.74212664,1.1165806,156280,235134,7826,7826,0,0,8.9241533,9.2158289,136,23,20,3,2,16,12,46,6,2,8,9,67,25,29,19,10,4,8,34,35,46,15,8,16,2,18,14,3,7,29,5,29838.738
Cherkaska,UA_71,2019,6,0,0,0,0,0,0,0,0,0,0,149028,149028,0,0,0,0,102,57,18,4,6,39,12,39,12,7,17,33,39,27,29,46,49,7,27,12,86,79,34,35,66,11,39,9,5,0,41,6,20939.982
Chernihivska,UA_74,2019,6,0,0,0,0,0,0,0,0,0,0,237061,237061,0,0,0,0,61,45,21,8,2,21,24,7,18,6,17,11,28,27,35,40,32,14,44,8,52,76,12,37,69,66,51,4,5,0,44,3,31895.225
Chernivetska,UA_77,2019,6,88,88,0,8,9,14,6.806818,12,599,1056,56395,56395,7,13,1.4369946,1.8889631,50,11,18,2,8,28,9,5,11,7,4,5,17,20,28,68,14,3,31,2,90,51,10,25,23,7,48,8,2,0,17,2,8094.667
Dnipropetrovska,UA_12,2019,6,102670,102670,0,0,1580,1877,10.823794,14.487153,1111279,1487396,120112,120112,5,8,39.092072,40.452358,908,96,31,13,13,25,13,19,19,10,16,18,39,29,20,80,39,40,47,8,76,84,21,36,89,28,39,13,6,13,58,47,31910.455
Donetska,UA_14,2019,6,87480,87480,0,0,11168,28518,8.2264404,13.899302,719649,1215911,96595,96595,0,7,65.442261,141.38394,324,49,29,6,15,28,16,50,15,7,16,37,89,33,21,79,34,36,40,5,76,75,29,34,92,24,80,5,8,7,69,16,26499.604
Ivano-Frankivska,UA_26,2019,6,726,726,0,0,11,14,2.0977962,5.6157026,1523,4077,97324,97324,0,6,2.9180865,3.473588,123,87,25,6,7,21,11,16,9,11,9,9,40,26,36,73,3,16,43,6,44,61,10,35,80,16,27,39,5,30,37,11,13933.037
Kharkivska,UA_63,2019,6,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0,0,0,734,37,29,12,17,31,17,27,24,16,21,59,91,30,25,32,71,42,41,12,81,91,36,42,79,12,52,20,7,9,62,25,31434.879
Khersonska,UA_65,2019,6,174695,174695,0,0,452,525,1.5359684,4.43434,268326,774657,5826,5826,0,5,10.908883,10.768312,174,40,14,5,8,22,20,2,15,2,9,13,26,26,29,82,51,12,32,4,84,79,14,35,36,20,30,2,4,11,36,20,26656.969
Khmelnytska,UA_68,2019,6,0,0,0,0,0,0,0,0,0,0,147523,147523,0,0,0,0,90,19,3,12,2,2,4,11,15,22,1,24,48,26,12,9,6,1,21,5,86,12,30,5,74,9,17,17,6,0,19,18,20627.613
Kirovohradska,UA_35,2019,6,71146,71146,0,0,193,239,3.0042448,7.745172,213740,551038,101025,101025,0,7,6.1642485,6.7837205,75,50,20,4,1,29,13,3,7,5,7,10,100,27,29,27,39,3,12,8,32,67,11,34,33,13,31,14,1,18,25,19,24577.918
Krym,UA_43,2019,6,168465,168465,0,0,2299,1055,4.4029322,5.1829519,741740,873146,404,404,0,0,27.249268,23.385561,578,14,24,9,8,48,16,24,2,10,6,23,46,82,31,66,25,39,28,3,71,53,9,45,81,18,35,8,5,7,44,7,25558.451
Kyivska,UA_32,2019,6,0,0,0,0,0,0,0,0,0,0,204411,204411,0,0,0,0,357,110,17,6,9,36,11,13,5,4,10,25,75,26,36,57,48,23,24,5,69,57,20,42,47,7,47,4,5,1,46,3,28131.504
Kyivska City,UA_30,2019,6,0,0,0,0,0,0,0,0,0,0,6093,6093,0,0,0,0,5046,1,33,17,37,36,28,19,33,27,42,26,92,17,27,69,65,54,38,23,76,91,44,45,81,23,66,34,25,13,51,42,834.25281
Luhanska,UA_09,2019,6,1548,1548,0,0,30000,30000,149.15762,151.81912,230896,235016,187314,187314,22,23,1539.5118,1539.2638,90,60,24,5,15,32,11,31,14,9,9,12,13,28,19,33,16,24,35,3,77,76,16,25,48,20,15,7,3,11,29,30,26687.729
Lvivska,UA_46,2019,6,0,0,0,0,0,0,0,0,0,0,156720,156720,0,0,0,0,1712,14,28,13,17,21,22,13,14,10,19,17,97,30,29,95,73,36,43,13,64,84,37,42,73,7,34,16,6,0,47,29,21823.723
Mykolaivska,UA_48,2019,6,161641,161641,0,0,944,915,3.7508552,8.6045685,606292,1390851,3298,3298,0,7,17.655951,18.145927,114,15,37,9,25,43,35,28,44,11,26,32,72,32,29,73,46,41,55,7,73,81,21,37,78,37,84,42,7,9,77,39,24015.756
Odeska,UA_51,2019,6,209154,209154,0,0,1153,1222,4.6441092,8.1892672,971334,1712818,16926,16926,0,5,28.919916,29.19042,1438,44,35,10,19,24,21,68,15,13,24,45,48,27,28,63,66,52,32,6,82,100,35,35,74,23,49,31,15,5,52,22,33347.504
Poltavska,UA_53,2019,6,141,141,0,0,30,30,5.0992908,5.0992908,719,719,206217,206217,5,5,5.5573158,5.5573158,229,52,28,11,8,33,12,9,12,3,8,11,44,29,29,48,26,49,45,11,46,90,11,29,82,18,31,9,3,17,63,5,28722.865
Rivnenska,UA_56,2019,6,0,0,0,0,0,0,0,0,0,0,148045,148045,0,0,0,0,76,20,28,4,18,17,17,15,10,8,14,52,47,26,52,72,17,24,24,15,73,92,32,35,82,20,66,0,7,0,59,4,20053.172
Sevastopilska,UA_40,2019,6,369,369,32,32,848,778,300.40649,284.46884,110850,104969,0,0,282,266,141.69385,138.63692,287,1,16,5,18,14,12,42,10,7,9,10,2,29,24,15,7,2,11,12,22,43,16,16,14,36,35,19,0,0,29,15,57.44772
Sumska,UA_59,2019,6,0,0,0,0,0,0,0,0,0,0,176269,176269,0,0,0,0,63,38,17,4,3,14,9,5,9,0,6,6,18,34,16,56,17,9,29,1,24,71,25,24,44,27,43,2,1,12,38,0,23842.014
Ternopilska,UA_61,2019,6,0,0,0,0,0,0,0,0,0,0,98691,98691,0,0,0,0,842,18,23,4,10,34,22,5,12,2,18,36,16,28,25,27,17,15,21,1,51,49,22,53,54,9,40,1,4,14,41,3,13833.407
Vinnytska,UA_05,2019,6,600,600,0,0,86,116,1.985,5.46,1191,3276,186620,186620,0,6,7.0714054,7.1618247,99,38,20,3,7,9,10,14,5,2,9,12,12,25,37,47,46,62,31,1,61,33,29,42,50,6,21,27,2,14,30,11,26490.973
Volynska,UA_07,2019,6,0,0,0,0,0,0,0,0,0,0,149217,149217,0,0,0,0,41,14,28,4,8,31,16,6,20,5,15,25,18,26,46,78,2,36,24,5,51,54,22,32,50,15,26,5,3,0,27,25,20149.451
Zakarpatska,UA_21,2019,6,24683,24683,0,0,288,288,7.1969776,9.5936069,177643,236799,64585,64585,6,8,12.577732,12.496969,73,31,28,2,3,20,3,13,4,2,14,4,77,21,23,32,78,26,33,35,13,84,24,20,78,31,14,13,4,0,19,0,12758.455
Zaporizka,UA_23,2019,6,175057,175057,0,0,714,663,2.4143965,6.6738205,422657,1168299,11049,11049,0,6,14.850486,15.54542,240,48,24,10,14,23,12,12,18,5,16,15,45,27,24,73,37,47,32,4,72,42,22,48,85,6,38,13,4,2,66,11,27180.066
Zhytomyrska,UA_18,2019,6,0,0,0,0,0,0,0,0,0,0,218410,218410,0,0,0,0,99,23,13,4,1,9,4,10,11,3,4,0,60,29,28,14,9,4,14,21,45,95,8,15,16,7,23,16,3,0,21,3,29838.738
Cherkaska,UA_71,2019,7,143165,143165,0,0,5385,749,1.5323718,1.2764992,219382,182750,5863,5863,0,0,32.866512,9.0655365,84,57,20,5,8,30,14,36,17,5,8,8,50,25,35,56,98,7,31,0,79,61,21,35,69,13,46,5,5,3,33,6,20939.982
Chernihivska,UA_74,2019,7,184338,184338,0,0,859,529,.52901733,2.0183306,97518,372055,52723,52723,0,0,6.3512259,7.4151783,75,45,18,6,10,24,12,0,14,1,9,21,29,27,40,50,30,7,40,23,39,58,12,34,70,9,60,7,2,2,38,2,31895.225
Chernivetska,UA_77,2019,7,56483,56483,0,0,443,459,2.8539915,4.245224,161202,239783,0,0,0,0,15.792042,13.761919,51,11,12,4,3,17,5,7,6,5,0,5,17,15,31,68,15,8,22,2,79,46,12,37,36,7,57,25,2,4,23,12,8094.667
Dnipropetrovska,UA_12,2019,7,222340,222340,0,0,24786,5060,7.1071916,5.886858,1580213,1308884,442,442,0,0,120.9413,30.467823,706,96,26,18,12,22,12,16,13,9,14,13,59,25,23,91,43,59,38,9,71,55,24,36,91,18,41,15,3,18,54,36,31910.455
Donetska,UA_14,2019,7,184029,184029,0,0,16717,4905,5.5963135,5.9756069,1029884,1099685,46,46,0,0,63.457901,30.133505,327,49,26,8,14,20,10,30,14,8,16,47,91,28,19,98,62,39,40,5,70,61,31,27,100,23,76,14,9,13,65,7,26499.604
Ivano-Frankivska,UA_26,2019,7,98027,98027,0,0,1010,1098,1.7537311,2.2216532,171913,217782,23,23,0,0,14.355655,14.159097,138,87,17,7,7,24,8,4,6,7,7,5,100,16,40,69,6,19,37,7,48,59,8,43,89,86,35,8,5,14,34,11,13933.037
Kharkivska,UA_63,2019,7,224724,224724,0,0,1952,2520,2.7223883,3.8278289,611786,860205,556,556,0,0,22.95969,25.680271,759,37,26,8,15,32,19,52,17,8,24,35,66,22,26,33,58,58,38,12,75,75,42,41,85,11,58,10,4,4,62,7,31434.879
Khersonska,UA_65,2019,7,175032,175032,0,0,324,732,1.1642613,1.4289159,203783,250106,5489,5489,0,0,9.1196384,8.7629204,167,40,9,5,15,15,18,5,8,2,11,4,35,19,30,98,36,24,30,3,72,67,21,28,37,14,34,2,5,0,33,27,26656.969
Khmelnytska,UA_68,2019,7,147502,147502,0,0,421,511,1.3361785,1.8734661,197089,276340,21,21,0,0,11.055908,10.316422,134,19,3,4,2,2,3,11,29,21,1,8,40,21,14,10,8,1,39,4,77,13,47,6,89,37,19,5,3,0,22,35,20627.613
Kirovohradska,UA_35,2019,7,169586,169586,0,0,831,1610,1.0829078,1.2276545,183646,208193,2585,2585,0,0,9.0483446,9.1502514,30,50,12,8,6,20,5,1,5,1,8,6,51,22,32,22,67,9,19,7,80,45,8,26,29,19,36,14,4,17,22,0,24577.918
Krym,UA_43,2019,7,168547,168547,0,0,1585,1560,3.8465116,3.9432266,648318,664619,322,322,0,0,23.678904,22.687593,674,14,25,3,10,48,13,13,3,7,4,21,78,47,28,56,28,58,36,5,65,37,9,56,76,6,34,9,2,2,44,9,25558.451
Kyivska,UA_32,2019,7,196145,196145,0,0,1371,1679,3.451365,4.0494328,676968,794276,8266,8266,0,0,20.546122,21.471867,268,110,15,5,12,35,10,19,4,7,9,14,100,20,36,53,50,23,20,3,69,42,18,41,44,7,59,4,7,3,50,4,28131.504
Kyivska City,UA_30,2019,7,6034,6034,0,0,1800,963,117.35797,117.43188,708138,708584,59,59,53,53,139.14684,135.19905,4620,1,31,22,39,33,27,21,32,25,37,37,100,13,28,76,65,56,35,24,79,72,47,45,85,37,76,29,21,20,49,47,834.25281
Luhanska,UA_09,2019,7,188861,188861,0,0,16594,3319,1.4804751,2.0945776,279604,395584,1,1,0,0,56.281597,23.635611,63,60,23,7,11,22,9,12,9,3,12,13,14,26,15,32,14,68,27,3,77,75,12,32,60,11,15,9,7,10,22,0,26687.729
Lvivska,UA_46,2019,7,153120,153120,0,0,21802,8094,5.0023184,3.9753592,765955,608707,3600,3600,0,0,137.28961,49.518181,1580,14,22,13,13,23,14,18,9,5,19,19,100,15,30,100,77,54,44,11,74,68,41,43,84,10,35,8,7,18,41,17,21823.723
Mykolaivska,UA_48,2019,7,164383,164383,0,0,800,5888,2.024966,2.1312485,332870,350341,556,556,0,0,15.322956,19.49773,179,15,27,8,13,37,31,9,31,5,11,0,87,23,24,72,38,31,34,13,72,56,24,46,61,27,84,13,0,17,74,12,24015.756
Odeska,UA_51,2019,7,222564,222564,0,0,1262,1043,3.4712038,3.5240157,772565,784319,3516,3516,0,0,25.82929,23.16074,1712,44,34,6,20,23,16,86,14,18,21,37,55,21,31,70,60,49,50,9,76,75,28,38,82,28,44,37,10,9,59,22,33347.504
Poltavska,UA_53,2019,7,201241,201241,0,0,2671,3386,2.1726437,2.9242799,437225,588485,5117,5117,0,0,21.915701,25.855881,136,52,24,16,11,27,18,11,23,6,12,13,60,31,30,48,32,32,40,5,54,62,14,41,85,14,36,4,1,23,51,5,28722.865
Rivnenska,UA_56,2019,7,143312,143312,0,0,335,335,1.1655967,1.9134127,167044,274215,4733,4733,0,0,8.9129829,9.382493,77,20,24,17,17,36,18,15,25,11,8,37,58,18,45,63,17,51,37,18,76,64,22,40,100,19,92,0,6,8,50,4,20053.172
Sevastopilska,UA_40,2019,7,369,369,41,41,757,723,274.69376,266.82657,101362,98459,0,0,259,250,134.15398,131.58905,221,1,15,3,18,19,12,75,4,3,5,6,3,21,29,22,9,14,18,0,19,34,15,15,28,32,48,51,4,0,23,13,57.44772
Sumska,UA_59,2019,7,135305,135305,0,0,1467,4244,1.2756735,2.8585269,172605,386773,40964,40964,0,0,16.963259,27.261478,45,38,13,6,3,8,4,9,6,4,3,7,20,29,21,55,16,11,35,4,29,54,25,26,65,26,52,4,5,0,30,2,23842.014
Ternopilska,UA_61,2019,7,98691,98691,0,0,417,352,1.1972622,1.4515508,118159,143255,0,0,0,0,10.630278,9.6982517,678,18,25,6,8,21,16,2,11,9,18,96,12,16,23,23,20,22,36,0,61,50,23,46,82,15,43,1,6,14,28,2,13833.407
Vinnytska,UA_05,2019,7,187220,187220,0,0,499,1177,1.2898248,1.4406741,241481,269723,0,0,0,0,11.026779,10.294488,86,38,14,2,6,10,8,19,3,1,7,23,8,22,42,41,85,66,32,3,55,30,26,27,45,5,22,17,3,0,27,21,26490.973
Volynska,UA_07,2019,7,145487,145487,0,0,322,301,.79961783,1.6291971,116334,237027,3730,3730,0,0,7.8405786,8.5895147,67,14,20,6,7,12,13,0,10,10,9,29,13,20,46,85,6,29,22,3,50,49,28,31,69,11,40,2,2,4,30,47,20149.451
Zakarpatska,UA_21,2019,7,89264,89264,0,0,677,377,1.9871504,3.3479455,177381,298851,4,4,0,0,12.682915,10.534901,95,31,24,0,2,15,4,50,3,0,21,3,64,12,27,34,69,69,43,16,21,86,24,21,82,30,18,13,7,0,14,0,12758.455
Zaporizka,UA_23,2019,7,184446,184446,0,0,1268,949,2.6476855,3.1726251,488355,585178,1660,1660,0,0,19.458765,16.973881,250,48,23,6,11,28,12,23,16,5,10,6,40,24,29,75,51,37,27,6,55,32,26,35,93,3,46,7,1,1,68,13,27180.066
Zhytomyrska,UA_18,2019,7,217376,217376,0,0,5127,1316,1.0260333,1.3231268,223035,287616,1034,1034,0,0,24.896723,8.5785303,92,23,10,4,2,18,7,29,9,1,2,57,85,23,38,18,10,5,9,25,38,57,11,9,20,4,20,19,2,8,24,2,29838.738
Cherkaska,UA_71,2019,8,149028,149028,0,0,504,334,1.0543522,15.035229,157128,2240670,0,0,0,15,9.3630447,8.5873528,92,57,27,6,9,36,15,22,11,6,5,8,51,34,46,46,54,6,68,3,85,54,29,35,72,10,40,8,3,3,36,6,20939.982
Chernihivska,UA_74,2019,8,237057,237057,0,0,855,616,.31642601,.96578461,75011,228946,4,4,0,0,5.5371137,6.0163083,67,45,21,4,7,26,10,6,12,1,14,5,41,42,38,54,32,7,23,7,42,36,8,42,59,26,61,7,2,2,42,5,31895.225
Chernivetska,UA_77,2019,8,56483,56483,0,0,423,460,2.2352035,20.257051,126251,1144179,0,0,0,18,14.226658,12.372531,55,11,17,1,6,32,6,5,4,5,4,12,25,30,47,70,14,11,48,8,66,44,15,38,33,2,46,8,7,0,21,2,8094.667
Dnipropetrovska,UA_12,2019,8,222776,222776,0,0,5421,2955,5.6026411,12.742715,1248134,2838771,6,6,0,12,39.786423,29.80443,701,96,25,9,9,27,11,22,12,9,15,16,49,36,32,85,52,49,48,4,69,58,28,40,83,17,31,15,5,17,68,13,31910.455
Donetska,UA_14,2019,8,184067,184067,0,0,4361,3457,4.5200605,10.349476,831994,1904997,8,8,0,7,29.635483,26.345097,382,49,26,7,11,31,11,25,13,7,17,51,79,37,32,89,48,28,39,7,77,62,28,35,81,16,67,8,5,15,71,10,26499.604
Ivano-Frankivska,UA_26,2019,8,98049,98049,0,0,9714,9707,2.2560761,24.505226,221206,2402713,1,1,0,22,69.626389,64.265839,145,87,16,4,7,26,13,0,5,14,8,2,72,22,49,93,7,30,35,4,58,77,12,35,91,0,30,8,2,14,37,21,13933.037
Kharkivska,UA_63,2019,8,225280,225280,0,0,2456,1571,2.5334296,13.389396,570731,3016363,0,0,0,14,22.387579,22.00742,627,37,27,9,12,35,14,51,8,5,24,41,61,35,39,35,66,42,33,8,84,66,34,35,78,13,43,12,5,11,76,24,31434.879
Khersonska,UA_65,2019,8,175121,175121,0,0,344,339,1.1046762,1.4947894,193452,261769,5400,5400,0,0,9.5953674,9.7893095,157,40,8,3,17,18,17,8,9,2,6,10,43,33,40,85,36,26,31,2,76,59,18,40,38,28,28,3,2,10,38,9,26656.969
Khmelnytska,UA_68,2019,8,147519,147519,0,0,414,402,1.1285259,16.150944,166479,2382571,4,4,0,18,10.324565,12.659171,112,19,2,7,2,3,3,0,20,0,1,23,65,37,16,10,10,1,22,4,90,9,39,7,72,24,15,0,3,0,29,17,20627.613
Kirovohradska,UA_35,2019,8,172171,172171,0,0,298,582,.87853354,11.012087,151258,1895962,0,0,0,12,8.0475101,9.3839331,52,50,14,4,1,14,3,7,3,3,7,7,29,32,46,30,100,11,22,7,73,43,7,27,33,25,33,0,0,0,26,27,24577.918
Krym,UA_43,2019,8,168564,168564,0,0,1109,1086,3.8806388,4.2529783,654136,716899,305,305,0,0,22.660374,22.4923,694,14,18,7,5,33,10,13,2,9,10,12,90,83,39,56,35,51,30,4,65,45,8,58,70,12,34,3,2,2,44,13,25558.451
Kyivska,UA_32,2019,8,204401,204401,0,0,6292,9302,3.415673,9.1798477,698167,1876370,10,10,0,0,25.859762,54.6866,256,110,14,6,9,42,6,19,5,3,5,13,99,33,48,59,58,29,21,6,67,43,17,51,52,6,44,4,5,3,54,7,28131.504
Kyivska City,UA_30,2019,8,6093,6093,0,0,1290,1005,116.28082,125.50632,708499,764710,0,0,58,72,137.53304,135.30067,4304,1,30,16,36,32,26,20,31,19,40,38,93,18,37,78,68,58,41,23,74,69,57,46,75,26,74,26,17,14,56,41,834.25281
Luhanska,UA_09,2019,8,188862,188862,0,0,2280,686,1.0917654,11.831136,206193,2234452,0,0,0,14,11.805871,10.107122,60,60,18,3,11,20,5,41,11,12,6,8,13,44,24,27,21,62,36,1,86,66,16,33,52,4,16,6,7,10,26,21,26687.729
Lvivska,UA_46,2019,8,156626,156626,0,0,21373,20375,4.5253277,19.622917,708784,3073459,94,94,0,20,111.36687,112.03565,1592,14,21,14,9,25,17,20,11,11,17,13,90,23,40,93,79,66,49,18,77,80,38,50,76,5,33,5,9,3,47,13,21823.723
Mykolaivska,UA_48,2019,8,164432,164432,0,0,678,659,1.7188139,3.1312032,282628,514870,507,507,0,0,14.087803,14.17627,228,15,25,14,19,30,31,35,20,3,15,20,100,27,42,75,33,38,36,6,72,59,32,32,75,14,90,26,2,17,70,24,24015.756
Odeska,UA_51,2019,8,222771,222771,0,0,1319,1350,3.2667403,4.2643838,727735,949981,3309,3309,0,0,25.061695,24.596432,1205,44,29,8,21,25,13,45,11,15,21,30,47,33,39,75,70,56,51,11,89,67,47,38,77,24,48,32,6,4,59,25,33347.504
Poltavska,UA_53,2019,8,206358,206358,0,0,2262,5024,2.2013686,12.369581,454270,2552562,0,0,0,14,21.191063,22.987986,152,52,22,8,6,32,11,16,14,1,11,24,77,37,43,51,100,22,27,5,61,60,15,49,74,20,24,8,2,0,58,3,28722.865
Rivnenska,UA_56,2019,8,148039,148039,0,0,315,332,.81302226,1.1017503,120359,163102,6,6,0,0,8.5424566,9.7540684,63,20,25,6,12,22,23,30,10,0,39,50,45,32,53,83,16,84,19,7,80,62,47,49,52,32,52,0,9,0,56,13,20053.172
Sevastopilska,UA_40,2019,8,369,369,43,44,728,727,274.72629,273.86722,101374,101057,0,0,259,259,126.98144,127.08543,194,1,16,1,11,13,9,28,6,5,11,6,3,19,46,22,12,5,10,3,26,41,11,22,26,39,51,33,1,5,23,65,57.44772
Sumska,UA_59,2019,8,176269,176269,0,0,1202,1366,.90143472,1.8473923,158895,325638,0,0,0,0,12.012289,13.57455,67,38,12,6,3,15,5,7,3,3,11,1,6,44,33,52,38,13,23,2,28,43,17,31,54,35,47,1,1,17,37,0,23842.014
Ternopilska,UA_61,2019,8,98672,98672,0,0,415,374,1.048575,20.093634,103465,1982679,19,19,0,21,9.8539009,11.419774,446,18,20,2,2,31,14,0,6,4,14,47,18,23,33,27,24,44,39,1,60,62,19,47,75,5,30,3,6,14,32,2,13833.407
Vinnytska,UA_05,2019,8,187220,187220,0,0,522,415,1.2413311,17.655523,232402,3305467,0,0,0,16,11.158424,10.423821,69,38,17,1,5,10,5,32,4,2,10,15,8,33,58,47,67,50,23,2,67,26,33,44,33,4,22,42,2,13,35,32,26490.973
Volynska,UA_07,2019,8,149214,149214,0,0,293,315,.67868298,.9291085,101269,138636,3,3,0,0,7.8851395,8.9205818,56,14,22,2,6,25,8,3,6,3,16,24,13,31,59,74,9,33,25,3,53,46,10,35,48,9,32,3,2,0,31,12,20149.451
Zakarpatska,UA_21,2019,8,89268,89268,0,0,611,463,1.7952009,24.345745,160254,2173296,0,0,0,23,12.517198,11.236281,82,31,16,2,2,27,3,13,1,1,14,1,100,20,48,38,28,49,43,0,22,74,21,23,98,30,11,37,3,5,17,0,12758.455
Zaporizka,UA_23,2019,8,184531,184531,0,0,875,664,2.2372067,3.1151948,412834,574850,1575,1575,0,0,16.821678,16.073109,217,48,19,17,10,30,14,27,9,5,8,8,54,30,43,89,43,51,42,4,64,35,24,43,70,9,37,14,2,11,61,3,27180.066
Zhytomyrska,UA_18,2019,8,218400,218400,0,0,2637,2253,.78465658,3.1509066,171369,688158,10,10,0,0,13.109266,12.294076,85,23,10,4,3,12,7,49,7,1,3,19,100,34,46,22,14,5,8,10,45,66,25,14,19,3,20,4,2,16,23,5,29838.738
Cherkaska,UA_71,2019,9,149026,149026,0,0,513,304,4.2475338,7.6309571,632993,1137211,2,2,0,5,9.5234632,10.294243,90,57,24,12,5,100,25,21,13,5,11,30,32,34,100,51,52,7,26,8,80,54,43,83,72,2,40,3,4,2,35,11,20939.982
Chernihivska,UA_74,2019,9,237061,237061,0,0,523,556,.79114658,.89883196,187550,213078,0,0,0,0,5.1166425,5.3341985,50,45,21,5,4,100,18,6,16,2,10,15,27,39,100,58,29,9,26,7,43,36,32,85,67,25,50,3,2,0,38,0,31895.225
Chernivetska,UA_77,2019,9,56483,56483,0,0,430,437,5.5593185,3.4640512,314007,195660,0,0,0,0,14.665868,12.957222,67,11,38,3,7,100,12,7,13,7,4,7,21,27,100,78,18,5,11,6,78,37,23,86,31,14,41,23,2,3,21,11,8094.667
Dnipropetrovska,UA_12,2019,9,222772,222772,0,0,23096,27936,6.5252457,5.5906982,1453642,1245451,10,10,0,0,92.333542,107.30549,529,96,38,14,10,100,19,12,18,10,13,10,50,33,100,85,41,37,43,8,67,45,55,100,74,21,33,12,5,16,63,19,31910.455
Donetska,UA_14,2019,9,184060,184060,0,0,9570,3931,4.6840215,4.1691132,862141,767367,15,15,0,0,35.815121,29.77611,306,49,40,8,12,100,28,38,12,4,13,25,87,36,100,74,30,33,21,6,74,49,58,93,65,8,59,18,7,13,73,10,26499.604
Ivano-Frankivska,UA_26,2019,9,98050,98050,0,0,876,574,4.8682508,5.1726365,477332,507177,0,0,5,0,14.101274,12.348181,87,87,26,6,9,100,23,0,5,5,7,8,10,26,100,65,6,23,26,1,47,45,13,81,67,37,27,21,2,0,32,40,13933.037
Kharkivska,UA_63,2019,9,225279,225279,0,0,1885,1470,3.4865389,3.1147776,785444,701694,1,1,0,0,21.278402,18.04265,647,37,36,15,12,100,28,32,18,5,18,35,45,36,100,40,68,54,38,10,85,59,71,100,68,12,44,14,6,19,69,8,31434.879
Khersonska,UA_65,2019,9,175145,175145,0,0,382,331,1.109121,1.1904594,194257,208503,5376,5376,0,0,9.0876074,8.5048971,155,40,14,5,9,62,22,5,8,3,12,9,5,33,100,85,27,21,22,3,65,50,35,86,35,11,43,5,1,11,28,10,26656.969
Khmelnytska,UA_68,2019,9,147523,147523,0,0,362,398,5.7516117,7.7545671,848495,1143977,0,0,5,7,11.260209,11.227939,146,19,5,7,1,8,7,20,22,5,1,7,19,33,32,11,7,1,22,21,88,9,55,13,74,12,18,15,5,0,31,50,20627.613
Kirovohradska,UA_35,2019,9,172171,172171,0,0,275,1831,2.1975014,3.3831191,378346,582475,0,0,0,0,8.210331,9.67418,46,50,21,19,8,58,13,5,5,1,2,4,28,31,96,31,47,6,14,29,76,36,19,89,30,18,27,13,0,16,24,27,24577.918
Krym,UA_43,2019,9,168535,168535,0,0,6768,7215,4.0808496,4.1183729,687766,694090,334,334,0,0,37.617847,38.485516,475,14,33,4,7,100,29,20,3,13,11,16,85,50,100,64,24,69,22,6,56,43,13,100,75,10,37,11,2,2,40,4,25558.451
Kyivska,UA_32,2019,9,204392,204392,0,0,27900,28944,7.6322117,9.8694668,1559963,2017240,19,19,0,0,161.38988,180.91335,231,110,18,2,10,100,14,22,7,8,10,17,71,32,100,65,43,24,19,4,58,29,33,98,49,7,46,5,7,1,47,3,28131.504
